firms,mom1,clusters
21020,-0.0089358245328999,0
11499,0.0272445820433437,0
81912,0.0272798129384255,0
27991,-0.0177897574123989,207
10517,-0.0159453302961276,0
20482,-0.0319255907491202,471
10656,0.0984144341170039,0
60038,0.0306967984934087,0
10779,0.0,0
61487,-0.2130434782608694,0
61241,0.0808625336927222,0
88845,0.0310823820657406,403
28222,-0.0187932739861522,123
11368,-0.0265486725663717,0
28804,0.0769852262234533,0
11587,0.0577342382522283,0
11790,-0.006849315068493,0
10145,-0.0177890724269376,228
45911,0.0580936266215454,0
24643,0.0962521294718909,0
28484,0.0356116456328876,84
81073,-0.0035202197990898,441
12758,0.0331199554689674,0
24109,0.0091633466135456,147
59176,-0.0136941279579316,0
13507,-0.0038769935677152,209
58560,0.0215969581749049,0
13769,0.0590163934426231,0
11144,-0.0269662921348314,0
85257,-0.032870022539444,8
14008,-0.005482986615062,51
18075,-0.0772616136919314,52
83112,0.0802334062727936,0
39490,0.0461596670450246,84
14593,0.0199528735929019,405
14761,-0.113562091503268,0
10516,0.06871921182266,190
77595,0.1109440769693326,0
29209,0.0482076637824473,234
24272,0.0541485641623398,164
15457,-0.0521674140508222,0
15553,0.0408163265306122,254
15721,0.0633044946191179,181
44644,-0.0066855232707636,0
16030,-0.0840506329113923,0
44601,0.0170614211160176,113
27684,0.0689179875947623,234
40416,-0.0536522301228183,0
53110,0.0032774945375091,46
75034,0.027496839443742,282
10318,0.0318748762621263,9
57568,-0.013498920086393,212
16505,0.0839454354669464,0
16548,0.0369546621043626,232
49656,0.1028124999999999,243
46877,0.0264983351831298,40
39693,0.0005201560468139,87
47423,0.019438444924406,0
27887,0.0587050359712228,165
29612,-0.0546737213403879,251
39642,0.0161430307238326,22
17444,0.0443057806591031,0
65875,-0.0002101723413198,0
43772,-0.0010183299389001,212
17778,0.0785346313929122,228
61508,-0.0275877792977656,66
61946,0.0165755598659846,73
65154,-0.0285714285714285,394
19561,-0.026605646912814,410
18650,-0.0169070114370959,88
52230,0.0246702491450905,272
60898,0.0197368421052632,0
17961,-0.0232660228270412,126
19393,-0.0338478705597916,51
10874,0.0111632060727842,0
55597,0.1466711726934775,0
19880,0.0610649731314119,0
10890,-0.1098772647574517,0
20117,-0.0761482675261884,0
45655,-0.0613026819923372,277
64186,0.0520165849981153,257
67838,0.0,115
20336,-0.0688405797101449,0
62148,0.0454709491158424,47
28564,0.0225269343780605,0
86290,-0.0560810810810811,0
46690,0.0908755079423717,53
20504,-0.3792452830188679,0
20750,0.0182900893236921,225
21371,-0.0216692296938346,0
27334,0.0002521432173476,0
20618,0.1164835164835165,21
30402,0.0047879616963064,0
18542,0.0247499226564917,85
89792,0.0,461
64557,0.0232652235484522,221
60599,0.0505438259756878,0
90011,-0.0292770690219168,468
22921,-0.0839590443686006,12
64194,0.0573286052009456,463
23182,0.0661715057393652,401
14541,0.0310413595768663,169
30509,-0.0293678446988551,0
23297,-0.0463636363636362,0
23393,0.0160341276846129,134
79026,-0.0182795698924731,0
68320,0.0653846153846153,0
47677,0.0328358208955223,0
23916,0.0519844981959107,232
27422,0.0214677983025461,0
46578,0.0083638863428048,0
24193,0.0561797752808987,0
11995,0.1234796404019038,408
11308,0.0120418848167538,10
24441,-0.1554545454545455,0
24476,-0.0410858400586942,306
30648,0.0644202180376611,0
18729,0.0324685659716696,0
61735,-0.0154205607476635,137
89525,-0.0319210679048171,222
25129,0.039408866995074,232
25452,-0.044543429844098,0
25487,0.0363907214300915,0
25778,-0.0752238805970149,269
40125,-0.0376582278481013,398
26084,0.0455384615384615,0
79618,-0.0562352536758385,0
26463,0.0404993909866016,225
11404,-0.0428189116859946,147
41929,0.0770844257996852,303
26607,0.0857480141149695,0
26650,0.1327334083239595,0
23229,0.0298979950756244,248
30840,-0.024016888359738,0
91983,0.0397423025435073,0
27430,-0.0252707581227435,466
59248,0.0357205701214147,0
22293,0.0804359107420862,0
27474,-0.0649666059502124,400
20204,-0.0037804536544384,63
27618,0.2880755608028333,0
38420,0.0218181818181817,0
17726,-0.0062194580186584,0
59256,-0.134782608695652,0
31077,-0.0178846153846153,384
27888,0.0387191854233655,232
41080,0.0210389939692983,220
18091,-0.067781690140845,61
19828,-0.0480167014613779,476
92570,0.0733394833948339,0
28629,-0.0733590733590733,0
29050,-0.0240418118466898,0
91926,0.043360433604336,0
29285,0.0077821011673151,27
61743,0.0394215530903327,276
11674,0.0352564102564103,147
76708,0.0090454653653893,0
29867,0.0855018587360594,0
40440,0.0668627975394491,126
44943,0.0970180596388072,25
26403,-0.0091572825145403,222
10886,0.0946666666666666,0
64936,0.0229106628242072,248
38682,-0.0642969158389963,0
30593,0.3059360730593607,0
25953,-0.133085896076352,220
20626,-0.0024635598439745,189
30681,-0.0406976744186048,122
11703,0.0072050435304711,165
63132,-0.0985611510791367,377
27959,0.0047968397291195,373
88590,0.0014111480697509,0
30940,-0.0353404753109222,253
31051,-0.1890773686388085,0
31078,-0.0058997050147492,0
42200,-0.0057369814651367,8
63159,0.1371681415929202,0
31480,0.0201131363922062,0
11762,0.0054878864944454,189
70578,0.002227378190255,123
82855,0.0136170212765955,221
32054,0.0445387062566278,0
32062,-0.01,0
22103,0.0235979160281947,22
81124,-0.0325581395348836,0
23042,0.0244313395113733,73
32540,0.01510989010989,0
32548,-0.1926406926406926,0
26470,0.0045997016409746,0
32791,0.0413917216556687,78
32986,0.0223427331887202,254
52476,-0.0289751641450185,86
24328,-0.0520089940365627,462
33532,0.1423699914748508,0
31691,-0.0575825696005533,0
42550,0.0571049569317239,345
87696,0.0436681222707424,0
87717,0.0030372057706911,327
33823,-0.0828516377649326,83
87725,-0.0115577889447234,414
11850,0.0146463072608289,169
19166,-0.0080331692148225,4
24205,0.0462851515483095,147
34367,-0.0654648956356735,0
92640,-0.0069002123142249,0
47706,0.1595330739299612,0
21135,0.0411585365853659,0
34666,0.0071428571428571,0
34746,0.0580778981332104,232
35167,0.0033718689788051,49
35263,0.0505594695399918,226
10777,0.0729087749008423,129
35554,0.0403979758126769,232
36397,0.0309106098579781,310
54244,-0.0233333333333333,0
36768,0.0126514131897712,0
