firms,mom1,clusters
47730,-0.0043330238316311,1
13777,0.0155555555555555,1
38746,0.0113636363636362,0
60871,-0.0484879202568,1
14198,-0.0002531325148716,1
14702,-0.0335221907459868,1
15537,0.0353535353535354,1
68830,-0.0198305390301063,1
85914,-0.0110974106041923,1
49373,-0.2339137017411053,0
18570,-0.0246305418719211,1
18973,-0.0130402384500745,1
19271,-0.0091896272285251,0
29938,-0.0279313900084356,0
10866,-0.1088723930717567,1
25320,-0.0326069916914876,1
21742,-0.0116484292269678,1
11267,-0.0508430609597923,1
86474,-0.0734814814814815,0
22825,-0.0612387892376682,1
26201,0.0355156183140779,1
65541,-0.0057803468208091,1
27562,-0.0410034715399226,0
27909,0.0007627765064834,1
63546,-0.1463784081520242,0
49154,-0.0337870685464268,1
19350,0.092479542797766,1
49429,-0.1702979625485807,1
61313,0.0241303666562207,1
30737,-0.2034358047016274,1
12008,0.0916963043142105,0
31500,0.0301312649164677,1
33209,0.0945054945054946,0
77462,-0.1020639600816512,1
62228,0.0150300601202404,1
59010,-0.21156462585034,1
21055,-0.0424913494809687,1
83233,0.0595419847328244,1
32678,0.0196241476800265,1
27828,-0.0040584415584415,1
66181,0.0034475757661376,1
32870,-0.1084643848288622,1
42922,-0.0184904516520157,1
12503,0.2052715654952077,0
89757,0.0695623775310254,0
47571,0.0042042042042043,0
16678,-0.0747712418300653,1
48291,-0.0950920245398772,1
48347,-0.0325355272999251,1
64282,-0.1084158979615077,0
27617,-0.0296697144989737,0
60097,0.0553333333333334,1
52813,-0.0181997048696506,1
53197,0.0167578659370726,1
57809,0.0090741714886901,1
57817,-0.1062751267260968,0
79611,0.0247003269160914,1
59185,-0.0124333925399645,1
34948,-0.0120481927710843,1
13936,-0.034928326266909,1
49971,-0.0005014206919605,1
64785,-0.0278725824800909,0
62033,0.0043695380774033,1
91556,-0.0193436960276338,0
50948,-0.0159163256025465,1
42585,-0.0220271102895871,1
76081,0.003920338717265,1
60580,0.0038318625174176,1
37807,-0.0030835357877032,1
80179,0.0224578914535245,1
80857,0.009933774834437,1
59627,0.0551948051948052,1
81190,-0.00265604249668,0
55976,-0.0236530880420497,1
82924,0.0143178564123542,1
83011,0.0738034344172451,1
15456,-0.0474418604651163,1
40539,-0.0322910019144863,1
10025,-0.0662121212121211,1
10182,-0.1052494463983326,1
10259,-0.0691176470588235,1
10501,-0.0234615900254725,1
77420,-0.0160965794768611,1
10514,0.0412087912087912,0
10645,-0.2917685411572942,0
89105,0.3254511512134412,0
71837,0.0861553784860558,1
11154,0.0163304514889528,1
11343,0.0172987358616099,1
11379,0.0386847195357833,1
11174,0.0627999999999999,0
75100,-0.0276642136822022,1
89609,-0.1179443701698894,1
12266,-0.1579072532699167,0
75489,-0.0752493200362647,1
75905,-0.0744528533442422,1
76052,-0.0028571428571427,0
76076,-0.0344221988057604,1
79315,-0.1208544125913433,0
90751,-0.1110709117221417,1
77007,0.3162393162393164,0
76839,0.1044423440453685,1
76847,0.0176211453744492,0
77082,-0.0592255125284737,0
77357,-0.0189925681255159,1
77478,0.0878661087866108,0
77501,0.0380281690140846,1
77516,-0.0268156424581004,0
77584,-0.1455565397106583,1
77897,0.0642857142857142,0
77699,-0.1196454948301328,0
77862,0.2364394993045897,1
78216,0.0,0
78034,-0.0683430045132172,1
78975,-0.0299971156619556,0
78990,0.0190058479532162,0
79007,-0.0493323442136499,1
78963,-0.0497362471740768,0
79195,0.0347637153720803,1
79307,0.2573099415204678,1
79667,-0.0493527508090614,0
79881,-0.0837110909640375,1
80114,-0.0068027210884353,1
80274,-0.0096618357487922,0
80233,0.10126582278481,0
80320,0.0507726269315673,1
93397,0.1769736842105265,0
80432,-0.1415716856628674,1
81165,0.215686274509804,0
82598,-0.1337486258702821,1
88988,-0.0160359204618345,1
83399,0.0414937759336098,1
83391,0.0425531914893617,1
83822,-0.0223761321257324,1
83976,-0.1525047558655674,0
84084,0.0055710306406686,1
84275,-0.1148883374689825,1
84255,-0.3242753623188406,0
84588,-0.0303664921465969,1
84519,-0.1151419558359622,0
85019,0.0268747290853923,1
12493,-0.0771764705882352,1
85390,-0.0666107583562957,1
89606,-0.1799398948159279,0
86580,-0.0028066236317709,0
86594,-0.040650406504065,1
86881,-0.0916824196597354,1
89416,-0.2450532724505327,1
90539,-0.0235294117647059,0
87310,-0.1085714285714285,0
87390,-0.0975877192982455,1
87432,0.0268506900878293,1
90640,-0.0144593914106897,0
89301,0.0337220296249605,1
89397,0.0137807070101858,1
89447,0.0019277953031895,1
89540,-0.0087700534759357,1
89908,0.1027287319422149,0
90215,0.0266829202221319,1
90387,-0.0606060606060605,0
90679,-0.0487179487179486,0
90657,0.0077903682719546,1
90715,-0.1576305220883533,1
90706,0.0072910824453169,0
91733,0.0197740112994349,1
92203,-0.0319007532122286,1
92322,0.0750489792996293,1
92471,0.1245674740484428,0
92635,0.0852534562211981,1
77186,0.1400000000000001,0
93373,-0.1508640822045773,1
12080,0.0221238938053098,0
12363,-0.1376597836774828,1
